STR_ESID;STN_LABEL;ZIP_LABEL;COM_FOSNR;COM_NAME;COM_CANTON;STR_TYPE;STR_STATUS;STR_OFFICIAL;STR_MODIFIED;STR_EASTING;STR_NORTHING
10183690;Rue des Longs-Champs;2822 Courroux;6709;Courroux;JU;Street;real;true;27.09.2023;2595694;1245159
10052846;Rue de la Gare;2345 Les Breuleux;6743;Les Breuleux;JU;Street;real;true;27.09.2023;2566955;1228864
10124231;Rue du Stand;2800 Delémont;6711;Delémont;JU;Street;real;true;27.09.2023;2592741;1245746
10148118;Route de Lucelle;2947 Charmoille;6810;La Baroche;JU;Street;real;true;27.09.2023;2584297;1252757
10188122;Rue Saint Hubert;2854 Bassecourt;6729;Haute-Sorne;JU;Street;real;true;27.09.2023;2584428;1242709
10099876;Les Epenattes;2853 Courfaivre;6729;Haute-Sorne;JU;Street;real;true;27.09.2023;2588811;1242327
10124230;Place de la Poste;2800 Delémont;6711;Delémont;JU;Street;real;true;27.09.2023;2593189;1245682
10135494;Route de Buix;2915 Bure;6778;Bure;JU;Street;real;true;27.09.2023;2567787;1256025
10099427;Les Esserts;2340 Le Noirmont;6754;Le Noirmont;JU;Street;real;true;27.09.2023;2562670;1229335
10079514;Route du Moulin des Lavoirs;2882 St-Ursanne;6808;Clos du Doubs;JU;Street;real;true;27.09.2023;2578194;1245505
10099167;Route de Besançon;2906 Chevenez;6809;Haute-Ajoie;JU;Street;real;true;27.09.2023;2565757;1248910
10100170;Rue du Vieux-Moulin;2852 Courtételle;6710;Courtételle;JU;Street;real;true;27.09.2023;2590209;1243263
10084033;Rue de la Liberté;2802 Develier;6712;Develier;JU;Street;real;true;27.09.2023;2589069;1245020
10261314;Chemin de la Montaneire;1304 Senarclens;5499;Senarclens;VD;Street;real;true;24.02.2024;2526684;1160676
10261271;Place de la Gare;1032 Romanel-sur-Lausanne;5592;Romanel-sur-Lausanne;VD;Place;real;true;24.02.2024;2535954;1157172
10261374;Chemin de la Rochette;1431 Novalles;5564;Novalles;VD;Street;real;true;24.02.2024;2535435;1186934
10260841;Chemin des Ritettes;1095 Lutry;5606;Lutry;VD;Street;real;true;24.02.2024;2542520;1150258
10255563;Ziegelbachstrasse;4950 Huttwil;954;Huttwil;BE;;real;true;24.02.2024;2632309;1217915
10261400;Hintereschneitweg;3778 Schönried;843;Saanen;BE;Street;real;true;24.02.2024;2586134;1154778
10100387;Route de Courroux;2824 Vicques;6730;Val Terbi;JU;Street;real;true;27.09.2023;2597194;1244617
10105223;Rue des Labours;2800 Delémont;6711;Delémont;JU;Street;real;true;27.09.2023;2593239;1246923
10186750;Route de Moutier;2800 Delémont;6711;Delémont;JU;Street;real;true;27.09.2023;2594247;1245228
10223441;Route de Bure;2916 Fahy;6789;Fahy;JU;Street;real;true;27.09.2023;2564518;1252233
10188397;Essert Perrin;2718 Lajoux JU;6750;Lajoux (JU);JU;Street;real;true;27.09.2023;2578235;1236569
10083006;Route de Recolaine;2824 Vicques;6730;Val Terbi;JU;Street;real;true;27.09.2023;2598948;1244348
10053993;Morbez;2826 Corban;6730;Val Terbi;JU;Street;real;true;27.09.2023;2603256;1243949
10100167;Rue Saint-Maurice;2852 Courtételle;6710;Courtételle;JU;Street;real;true;27.09.2023;2590960;1244129
10053011;Quai de la Sorne;2800 Delémont;6711;Delémont;JU;Street;real;true;27.09.2023;2593173;1245779
10182360;La Cornand;2843 Châtillon JU;6704;Châtillon (JU);JU;Street;real;true;27.09.2023;2592695;1241904
10053012;Route de Courroux;2800 Delémont;6711;Delémont;JU;Street;real;true;27.09.2023;2594341;1245688
10100142;Rue de la Prévôté;2830 Courrendlin;6708;Courrendlin;JU;Street;real;true;27.09.2023;2594867;1242693
10077144;Milieu du Village;2923 Courtemaîche;6807;Basse-Allaine;JU;Street;real;true;27.09.2023;2570529;1256366
10113453;Chemin de la Dîme;2802 Develier;6712;Develier;JU;Street;real;true;27.09.2023;2588907;1244757
10113448;Route de Porrentruy;2800 Delémont;6711;Delémont;JU;Street;real;true;27.09.2023;2592090;1245486
10084008;Impasse Cherche-Midi;2800 Delémont;6711;Delémont;JU;Street;real;true;27.09.2023;2592916;1246089
10104955;Route Principale;2825 Courchapoix;6706;Courchapoix;JU;Street;real;true;27.09.2023;2601088;1244190
10211865;Passage du Praî à Prêtre;2915 Bure;6778;Bure;JU;Street;real;true;27.09.2023;2567560;1254312
10140838;Im Garten;4419 Lupsingen;2830;Lupsingen;BL;Street;real;true;27.09.2023;2619360;1255205
10049803;Rue des Draizes;2000 Neuchâtel;6458;Neuchâtel;NE;Street;real;true;27.09.2023;2559358;1204404
10010198;Stationsstrasse;6023 Rothenburg;1040;Rothenburg;LU;Street;real;true;27.09.2023;2662482;1216470
10074385;Hauptstrasse;6034 Inwil, 6038 Gisikon;1033;Inwil;LU;Street;real;true;26.09.2023;2670545;1219404
10011320;Sempachstrasse;6203 Sempach Station;1093;Neuenkirch;LU;Street;real;true;27.09.2023;2657343;1218792
10085635;Rosengartenstrasse;6023 Rothenburg;1040;Rothenburg;LU;Street;real;true;27.09.2023;2662492;1216832
10047826;Rue de la Chapelle;2035 Corcelles NE;6458;Neuchâtel;NE;Street;real;true;20.04.2024;2556585;1203888
10079477;Le Chemin-Perdu;2300 La Chaux-de-Fonds;6421;La Chaux-de-Fonds;NE;Street;real;true;02.05.2024;2552029;1216122
10111024;Glattfelderstrasse;8187 Weiach;102;Weiach;ZH;Street;real;true;27.09.2023;2676330;1268458
10183139;Chemin de Biolet;2043 Boudevilliers;6487;Val-de-Ruz;NE;Street;real;true;20.04.2024;2558391;1208143
10208790;Klausenstrasse;6465 Unterschächen;1219;Unterschächen;UR;Street;real;true;27.09.2023;2704167;1192085
10031460;Villmergerstrasse;5610 Wohlen AG;4082;Wohlen (AG);AG;Street;real;true;27.09.2023;2662267;1244553
10152672;Gibelbach;5647 Oberrüti;4237;Oberrüti;AG;Street;real;true;27.09.2023;2672379;1224244
10099380;Rue du Littoral;2025 Chez-le-Bart;6417;La Grande Béroche;NE;Street;real;true;20.04.2024;2550891;1195276
10111615;Gotthardstrasse;6487 Göschenen;1208;Göschenen;UR;Street;real;true;27.09.2023;2687897;1168443
10101561;Muhenstrasse;5036 Oberentfelden;4010;Oberentfelden;AG;Street;real;true;27.09.2023;2646101;1244632
10096973;Parallelstrasse;5606 Dintikon;4194;Dintikon;AG;Street;real;true;27.09.2023;2659606;1247220
10157127;Kehrstrasse;5606 Dintikon;4194;Dintikon;AG;Street;real;true;27.09.2023;2659764;1247443
10031139;Industriestrasse;5610 Wohlen AG;4082;Wohlen (AG);AG;Street;real;true;27.09.2023;2662096;1244826
10163746;Marktgasse;5436 Würenlos;4048;Würenlos;AG;Street;real;true;27.09.2023;2669695;1255102
10095598;Luzernerstrasse;5643 Sins;4239;Sins;AG;Street;real;true;27.09.2023;2672570;1226826
10031232;Birrfeldstrasse;5244 Birrhard;4093;Birrhard;AG;Street;real;true;27.09.2023;2660472;1253748
10078442;Aeschwuhrstrasse;4665 Oftringen, 4800 Zofingen;4280;Oftringen;AG;Street;real;true;27.09.2023;2637165;1238818
10041415;Rue Robert-De-TRAZ;1206 Genève;6621;Genève;GE;Street;real;true;27.09.2023;2501574;1116625
10102598;Route de Vandoeuvres;1223 Cologny;6617;Cologny;GE;Street;real;true;27.09.2023;2503232;1118682
10097101;Route de Cartigny;1236 Cartigny;6609;Cartigny;GE;Street;real;true;27.09.2023;2491281;1114399
10102606;Route de la Galaise;1232 Confignon;6618;Confignon;GE;Street;real;true;27.09.2023;2496580;1114148
10105167;Route d'Aire-la-Ville;1233 Bernex;6607;Bernex;GE;Street;real;true;27.09.2023;2494287;1115182
10221582;Place du Dizenier;1226 Thônex;6640;Thônex;GE;Place;real;true;27.09.2023;2505333;1117710
10048688;Route du Camp;1212 Grand-Lancy, 1228 Plan-les-Ouates;6633;Plan-les-Ouates;GE;Street;real;true;27.09.2023;2498592;1113657
10221579;Place des Métayers;1226 Thônex;6640;Thônex;GE;Place;real;true;27.09.2023;2505400;1117815
10107476;Route de Jussy;1241 Puplinge;6636;Puplinge;GE;Street;real;true;27.09.2023;2506387;1117955
10054087;Route de Pré-Bois;1214 Vernier;6643;Vernier;GE;Street;real;true;27.09.2023;2496437;1119667
10102485;Chemin Terroux;1218 Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;Street;real;true;27.09.2023;2497710;1120298
10046533;Chemin de Machéry;1292 Chambésy;6634;Pregny-Chambésy;GE;Street;real;true;27.09.2023;2498991;1122319
10192115;Route de Lausanne;1292 Chambésy;6634;Pregny-Chambésy;GE;Street;real;true;27.09.2023;2500640;1121871
10048571;Rue de Lancy;1227 Carouge GE;6608;Carouge (GE);GE;Street;real;true;27.09.2023;2499568;1116047
10059520;Route de Collex;1239 Collex;6615;Collex-Bossy;GE;Street;real;true;27.09.2023;2499048;1125110
10041502;La-Renfile;1254 Jussy;6626;Jussy;GE;Street;real;true;27.09.2023;2511613;1119867
10179443;Chemin des Bornaches;1258 Perly;6632;Perly-Certoux;GE;Street;real;true;27.09.2023;2495091;1112594
10048661;Chemin du Pont-du-Centenaire;1228 Plan-les-Ouates;6633;Plan-les-Ouates;GE;Street;real;true;27.09.2023;2497370;1113860
10103395;Route de Lausanne;1294 Genthod;6622;Genthod;GE;Street;real;true;27.09.2023;2501496;1124317
10124820;Route du Mandement;1283 Dardagny, 1283 La Plaine;6620;Dardagny;GE;Street;real;true;27.09.2023;2488196;1117122
10107505;Rue de Genève;1226 Thônex;6640;Thônex;GE;Street;real;true;27.09.2023;2504629;1116454
10048607;Chemin de Grange-Canal;1208 Genève, 1224 Chêne-Bougeries;6612;Chêne-Bougeries;GE;Street;real;true;27.09.2023;2502551;1117461
10049106;Route d'Hermance;1246 Corsier GE;6619;Corsier (GE);GE;Street;real;true;27.09.2023;2505746;1124580
10181556;Rue du Cardinal-JOURNET;1217 Meyrin;6630;Meyrin;GE;Street;real;true;27.09.2023;2495433;1120131
10048844;Route d'Avully;1237 Avully;6603;Avully;GE;Street;real;true;27.09.2023;2489107;1114030
10059525;Route d'Hermance;1222 Vésenaz, 1245 Collonge-Bellerive;6616;Collonge-Bellerive;GE;Street;real;true;27.09.2023;2504595;1122813
10049024;Rue de Genève;1225 Chêne-Bourg;6613;Chêne-Bourg;GE;Street;real;true;27.09.2023;2504080;1116598
10049081;Route de Chancy;1232 Confignon;6618;Confignon;GE;Street;real;true;27.09.2023;2495992;1115121
10101352;Route de Malagnou;1208 Genève;6621;Genève;GE;Street;real;true;27.09.2023;2501648;1116922
10046840;Route de La-Chapelle;1212 Grand-Lancy;6628;Lancy;GE;Street;real;true;27.09.2023;2499240;1114283
10222368;Route de Collex;1293 Bellevue;6606;Bellevue;GE;Street;real;true;27.09.2023;2500092;1124124
10046565;Route du Mandement;1281 Russin;6637;Russin;GE;Street;real;true;27.09.2023;2489997;1116330
10048594;Route de Crassier;1298 Céligny;6610;Céligny;GE;Street;real;true;27.09.2023;2503760;1134614
10049091;Chemin des Marais;1232 Confignon;6618;Confignon;GE;Street;real;true;27.09.2023;2496026;1114550
10177250;Route des Romelles;1293 Bellevue;6606;Bellevue;GE;Street;real;true;27.09.2023;2500450;1122905
10048839;Route de Veigy;1247 Anières;6602;Anières;GE;Street;real;true;27.09.2023;2507953;1124128
10083553;Route de Vandoeuvres;1253 Vandoeuvres;6642;Vandoeuvres;GE;Street;real;true;27.09.2023;2504171;1119219
10163377;Chemin de l'Escapade;1222 Vésenaz;6616;Collonge-Bellerive;GE;Street;real;true;27.09.2023;2504802;1122209
10048691;Avenue APPIA;1202 Genève, 1292 Chambésy;6634;Pregny-Chambésy;GE;Street;real;true;27.09.2023;2499314;1120967
10041510;Chemin de la Douane;1287 Laconnex;6627;Laconnex;GE;Street;real;true;27.09.2023;2492632;1112780
10107495;Chemin de Floraire;1226 Thônex;6640;Thônex;GE;Street;real;true;27.09.2023;2503777;1116267
10221591;Place du Métral;1226 Thônex;6640;Thônex;GE;Place;real;true;27.09.2023;2505421;1117756
10175712;Route de Lausanne;1293 Bellevue;6606;Bellevue;GE;Street;real;true;27.09.2023;2500782;1123146
10048147;Chemin de la Caille;1252 Meinier;6629;Meinier;GE;Street;real;true;27.09.2023;2505688;1122175
10046820;Route des Rupettes;1287 Laconnex;6627;Laconnex;GE;Street;real;true;27.09.2023;2491568;1112620
10048549;Route du Merley;1233 Bernex, 1236 Cartigny;6607;Bernex;GE;Street;real;true;27.09.2023;2493056;1114400
10107504;Route de Malagnou;1226 Thônex;6640;Thônex;GE;Street;real;true;27.09.2023;2503668;1116172
10054089;Route du Nant-d'Avril;1214 Vernier;6643;Vernier;GE;Street;real;true;27.09.2023;2495773;1119614
10048565;Rue Caroline;1227 Carouge GE;6608;Carouge (GE);GE;Street;real;true;27.09.2023;2499611;1116001
10059516;Avenue PETIT-SENN;1225 Chêne-Bourg, 1226 Thônex;6613;Chêne-Bourg;GE;Street;real;true;27.09.2023;2504025;1116437
10097107;Route de Chancy;1284 Chancy;6611;Chancy;GE;Street;real;true;27.09.2023;2488869;1112556
10082179;Route du Mandement;1217 Meyrin;6630;Meyrin;GE;Street;real;true;27.09.2023;2493628;1120697
10050170;Route de Chancy;1233 Bernex, 1236 Cartigny;6607;Bernex;GE;Street;real;true;27.09.2023;2493995;1114753
10181545;Rue de Bernex;1232 Confignon, 1233 Bernex;6607;Bernex;GE;Street;real;true;27.09.2023;2494446;1114609
10182352;Route de Veyrier;1234 Vessy, 1255 Veyrier;6645;Veyrier;GE;Street;real;true;27.09.2023;2502126;1114284
10041222;Voie-des-Traz;1215 Genève, 1218 Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;Street;real;true;27.09.2023;2498122;1121556
10106850;Route de la Galaise;1228 Plan-les-Ouates;6633;Plan-les-Ouates;GE;Street;real;true;27.09.2023;2496954;1113606
10051183;Route Blanche;1226 Thônex;6640;Thônex;GE;Street;real;true;27.09.2023;2504329;1116095
10061244;Avenue de Thônex;1225 Chêne-Bourg, 1226 Thônex;6640;Thônex;GE;Street;real;true;27.09.2023;2503563;1115465
10155370;Route François-PEYROT;1218 Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;Street;real;true;27.09.2023;2497966;1121214
10048046;Chemin Frank-THOMAS;1223 Cologny;6617;Cologny;GE;Street;real;true;27.09.2023;2502568;1117688
10041490;Route d'Hermance;1248 Hermance;6625;Hermance;GE;Street;real;true;27.09.2023;2507831;1127720
10020573;Passage Oublié;1258 Perly;6632;Perly-Certoux;GE;Street;real;true;27.09.2023;2495127;1112389
10160901;Place du Mandement;1281 Russin;6637;Russin;GE;Place;real;true;27.09.2023;2489995;1116176
10097080;Route de Laconnex;1233 Bernex;6607;Bernex;GE;Street;real;true;27.09.2023;2493180;1113659
10221559;Cour de l'Emine;1226 Thônex;6640;Thônex;GE;Street;real;true;27.09.2023;2505445;1117610
10156831;Route de Malagnou;1225 Chêne-Bourg;6613;Chêne-Bourg;GE;Street;real;true;27.09.2023;2503423;1116194
10061249;Route d'Annecy;1256 Troinex, 1257 La Croix-de-Rozon;6641;Troinex;GE;Street;real;true;27.09.2023;2499599;1112061
10113420;Route de Jussy;1226 Thônex;6640;Thônex;GE;Street;real;true;27.09.2023;2505056;1116936
10049065;Chemin de Planta;1223 Cologny;6617;Cologny;GE;Street;real;true;27.09.2023;2503524;1118907
10235315;Chemin des Béatrix;1248 Hermance;6625;Hermance;GE;Street;real;true;27.09.2023;2507997;1128018
10048863;Route d'Annecy;1257 La Croix-de-Rozon;6605;Bardonnex;GE;Street;real;true;27.09.2023;2499214;1111037
10179376;Route des Hospitaliers;1257 La Croix-de-Rozon;6605;Bardonnex;GE;Street;real;true;27.09.2023;2498837;1111615
10095719;Route de Chancy;1237 Avully;6603;Avully;GE;Street;real;true;27.09.2023;2490361;1113417
10041047;La Vy-des-Champs;1202 Genève;6621;Genève;GE;Street;real;true;27.09.2023;2499594;1120554
10041210;Chemin Jacques-ATTENVILLE;1218 Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;Street;real;true;27.09.2023;2498024;1120436
10096017;Route de Monniaz;1254 Jussy;6626;Jussy;GE;Street;real;true;27.09.2023;2511601;1121648
10102487;Chemin des Corbillettes;1218 Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;Street;real;true;27.09.2023;2497722;1120054
10101269;Route de Malagnou;1224 Chêne-Bougeries;6612;Chêne-Bougeries;GE;Street;real;true;27.09.2023;2502807;1116529
10221520;Route du Nant-d'Avril;1242 Satigny;6638;Satigny;GE;Street;real;true;27.09.2023;2493346;1120371
10175639;Avenue Adrien-JEANDIN;1226 Thônex;6640;Thônex;GE;Street;real;true;27.09.2023;2504512;1116207
10048675;Chemin des Charrotons;1228 Plan-les-Ouates;6633;Plan-les-Ouates;GE;Street;real;true;27.09.2023;2496737;1114355
10108343;Route de Vessy;1234 Vessy;6645;Veyrier;GE;Street;real;true;27.09.2023;2501752;1115179
10060117;Route de Mon-Idée;1241 Puplinge;6636;Puplinge;GE;Street;real;true;27.09.2023;2506224;1117510
10212322;Square des Bosquets;1219 Châtelaine;6643;Vernier;GE;Street;real;true;27.09.2023;2496986;1119404
10048686;Route de Saconnex-d'Arve;1228 Plan-les-Ouates, 1257 La Croix-de-Rozon;6633;Plan-les-Ouates;GE;Street;real;true;27.09.2023;2498853;1113360
10048563;Route du Val-d'Arve;1227 Carouge GE;6608;Carouge (GE);GE;Street;real;true;27.09.2023;2500325;1115317
10051192;Chemin de Drize;1256 Troinex;6641;Troinex;GE;Street;real;true;27.09.2023;2499931;1113551
10151261;Place de Pregny;1292 Chambésy;6634;Pregny-Chambésy;GE;Place;real;true;27.09.2023;2499789;1121165
10097096;Rue des Epinettes;1227 Carouge GE;6608;Carouge (GE);GE;Street;real;true;27.09.2023;2499522;1116088
10221599;Place du Traité-de-Turin;1226 Thônex;6640;Thônex;GE;Place;real;true;27.09.2023;2505483;1117632
10048165;Route du Nant-d'Avril;1214 Vernier, 1217 Meyrin;6630;Meyrin;GE;Street;real;true;27.09.2023;2493755;1120203
10051209;Chemin de Planta;1253 Vandoeuvres;6642;Vandoeuvres;GE;Street;real;true;27.09.2023;2503651;1119066
10048847;Route de Chancy;1236 Cartigny, 1285 Athenaz (Avusy);6604;Avusy;GE;Street;real;true;27.09.2023;2488687;1112483
10041503;Route de Jussy;1254 Jussy;6626;Jussy;GE;Street;real;true;27.09.2023;2509257;1121081
10095987;Chemin des Epinglis;1257 La Croix-de-Rozon;6605;Bardonnex;GE;Street;real;true;27.09.2023;2496434;1111452
10041223;Chemin de Machéry;1218 Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;Street;real;true;27.09.2023;2499391;1121591
10106222;Chemin de Grange-Canal;1223 Cologny;6617;Cologny;GE;Street;real;true;27.09.2023;2502785;1117734
10048660;Route de Saint-Julien;1258 Perly;6632;Perly-Certoux;GE;Street;real;true;27.09.2023;2496176;1112438
10080897;Route du Pont-de-la-Fin;1257 La Croix-de-Rozon;6605;Bardonnex;GE;Street;real;true;27.09.2023;2499445;1111149
10048662;Route de Saint-Julien;1228 Plan-les-Ouates;6633;Plan-les-Ouates;GE;Street;real;true;27.09.2023;2497724;1113671
10054095;Avenue de l'Ain;1203 Genève, 1219 Châtelaine;6643;Vernier;GE;Street;real;true;27.09.2023;2497425;1118329
10048597;Chemin de Champlong;1284 Chancy;6611;Chancy;GE;Street;real;true;27.09.2023;2487414;1112053
10048566;Rue Jacques-GROSSELIN;1227 Carouge GE;6608;Carouge (GE);GE;Street;real;true;27.09.2023;2499487;1115291
10059813;Chemin du Pommier;1218 Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;Street;real;true;27.09.2023;2498700;1120703
10084055;Route de Thonon;1246 Corsier GE;6619;Corsier (GE);GE;Street;real;true;27.09.2023;2507046;1124313
10106769;Industriestrasse;4623 Neuendorf;2404;Neuendorf;SO;Street;real;true;27.09.2023;2626029;1240048
10091776;Mieschweg;4710 Balsthal;2422;Balsthal;SO;Street;real;true;27.09.2023;2620534;1240674
10212001;Dürrwälderen;9107 Urnäsch;3006;Urnäsch;AR;Street;real;true;27.09.2023;2735209;1238156
10067444;Färchenlöchli;9107 Urnäsch;3006;Urnäsch;AR;Street;real;true;27.09.2023;2740663;1242317
10031976;Dorfplatz;9056 Gais;3022;Gais;AR;Street;real;true;27.09.2023;2752245;1247682
10122745;Decktenbrunnen;9056 Gais;3022;Gais;AR;Street;real;true;27.09.2023;2754400;1247742
10032147;Tellerli;9107 Urnäsch;3006;Urnäsch;AR;Street;real;true;27.09.2023;2735779;1239109
10032217;Ebni;9053 Teufen AR;3024;Teufen (AR);AR;Street;real;true;27.09.2023;2747384;1250540
10189286;Sitz;9043 Trogen;3025;Trogen;AR;Street;real;true;27.09.2023;2754643;1251056
10031320;Sonder;9063 Stein AR, 9064 Hundwil;3002;Hundwil;AR;Street;real;true;27.09.2023;2743141;1247455
10016370;Archstrasse;2540 Grenchen;2546;Grenchen;SO;Street;real;true;27.09.2023;2597763;1225456
10187904;Bahnstrasse;9104 Waldstatt;3007;Waldstatt;AR;Street;real;true;27.09.2023;2739976;1247244
10189133;Thalstrasse;4714 Aedermannsdorf;2421;Aedermannsdorf;SO;Street;real;true;27.09.2023;2612998;1238374
10091580;Brunnenmadstrasse;6078 Bürglen OW, 6078 Lungern;1405;Lungern;OW;Street;real;true;27.09.2023;2657638;1186028
10260640;Augarten;9314 Steinebrunn;4411;Egnach;TG;Street;real;true;16.04.2024;2743703;1266575
10108015;Hauptstrasse;8232 Merishausen;2936;Merishausen;SH;Street;real;true;27.09.2023;2687882;1290222
10063085;Stöck;9107 Urnäsch;3006;Urnäsch;AR;Street;real;true;27.09.2023;2735366;1238269
10080408;Hauptstrasse;8225 Siblingen;2953;Siblingen;SH;Street;real;true;27.09.2023;2680993;1285428
10031941;Bahnhofstrasse;8215 Hallau;2971;Hallau;SH;Street;real;true;27.09.2023;2676695;1282324
10019669;Gotthardstrasse;6484 Wassen UR;1220;Wassen;UR;Street;real;true;27.09.2023;2688695;1173091
10129036;Ameisenbuck;8215 Hallau;2971;Hallau;SH;Street;real;true;27.09.2023;2676473;1283439
10019859;Gotthardstrasse;6454 Flüelen;1207;Flüelen;UR;Street;real;true;27.09.2023;2690399;1194844
10177705;Axenstrasse;6452 Sisikon;1217;Sisikon;UR;Street;real;true;27.09.2023;2689741;1199215
10186719;Sustenstrasse;6484 Wassen UR, 6485 Meien;1220;Wassen;UR;Street;real;true;27.09.2023;2683121;1176620
10237822;Zollstrasse;8240 Thayngen;2920;Thayngen;SH;Street;real;true;27.09.2023;2695523;1288601
10081165;Gotthardstrasse;6473 Silenen, 6474 Amsteg;1216;Silenen;UR;Street;real;true;27.09.2023;2693756;1183814
10120396;Neunkircherstrasse;8214 Gächlingen;2901;Gächlingen;SH;Street;real;true;27.09.2023;2679662;1283792
10015212;Ringligasse;6460 Altdorf UR;1205;Bürglen (UR);UR;Street;real;true;27.09.2023;2691813;1191885
10019855;Axenstrasse;6454 Flüelen;1207;Flüelen;UR;Street;real;true;27.09.2023;2690167;1197295
